Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),31/547,1.7390368892245394e-24,2.818820703170322e-22,0,0,16.877429502303112,923.3424094157256,RB1;HDAC4;CDKN1A;HDAC3;HDAC1;NR1I2;DNMT3L;KAT5;SUMO1;HNF4A;E2F1;TP63;SMAD2;SMAD4;UBE2I;CDKN2A;ZBTB16;NR1H2;NR0B2;SIRT1;RUNX2;PML;SMARCA4;NCOR2;NCOR1;SP3;BCL3;MDM2;RARA;CTNNB1;PPARD
GO_Biological_Process_2021,transcription by RNA polymerase II (GO:0006366),25/320,4.068551578098239e-23,6.0451895531243e-21,0,0,22.15254237288136,1142.100242288767,HDAC3;THRB;HDAC1;NR1I2;NR3C2;RXRA;HNF4A;PPARGC1A;RXRG;GTF2I;ESRRA;CREBBP;NFYA;NR1H2;NR1H3;NR0B2;NFKB1;NCOR2;NR4A1;KAT2B;NCOR1;SP1;RARA;PGR;PPARD
GO_Biological_Process_2021,regulation of cell cycle (GO:0051726),21/296,1.3186353224684002e-18,1.808559061508583e-16,0,0,18.970080552359036,780.9969703610208,RB1;CDKN1A;SMAD3;JUND;CSNK2A1;CDKN2A;STAT3;SIRT1;THBS1;PML;NR4A1;KAT2B;CCND1;PLAGL1;MDM2;ABL1;RARA;EP300;NBN;SKP2;TP73
GO_Biological_Process_2021,regulation of primary metabolic process (GO:0080090),15/130,1.0836914677370271e-16,1.380158490696514e-14,0,0,30.36061381074169,1116.0861675369708,NCOA1;NCOA2;CREBBP;HDAC3;NFYA;NCOA6;NCOR2;PSMC5;RXRA;NCOR1;PSMD4;SP1;PSMD2;HNF4A;PPARD
GO_Biological_Process_2021,regulation of lipid metabolic process (GO:0019216),12/92,3.2260118046261306e-14,3.834652698432261e-12,0,0,33.78409090909091,1049.5009145808654,NCOA1;NCOR2;NCOA2;CREBBP;NCOR1;HDAC3;RXRA;NFYA;NCOA6;SP1;HNF4A;PPARD
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),28/1079,2.629796242257961e-13,2.930579187466215e-11,0,0,6.974468759911196,202.02734311292647,RB1;HDAC4;ATF2;HDAC1;NR1I2;ETS1;TDG;E2F1;ABL1;AKT1;EP300;MAPK1;PPARGC1A;ESRRA;NCOA2;CREBBP;SMAD3;NFYA;STAT3;NR0B2;SIRT1;PML;NFKB1;NFKB2;SP1;SP3;PGR;TP73
GO_Biological_Process_2021,regulation of signal transduction by p53 class mediator (GO:1901796),13/156,9.451335013963209e-13,9.91278254699788e-11,0,0,20.644723092998955,571.5997426556346,USP7;CSNK2A1;HDAC1;PML;KAT5;PPP1R13L;MDM2;AKT1;EP300;MDM4;NBN;TP63;TP73
GO_Biological_Process_2021,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",10/74,3.395732460409089e-12,3.363661653838559e-10,0,0,34.4375,909.442774930686,CDKN1A;KAT5;PLAGL1;BCL3;E2F1;MDM2;EP300;MDM4;NBN;PML
GO_Biological_Process_2021,protein deubiquitination (GO:0016579),15/267,4.732987198576879e-12,4.4415348289803023e-10,0,0,13.759103641456583,358.788778617611,SMAD2;USP7;SMAD4;VCP;SMAD3;KEAP1;NFKBIA;KAT2B;PSMC5;PSMD4;PSMD2;MDM2;EP300;MDM4;SKP2
GO_Biological_Process_2021,protein modification by small protein removal (GO:0070646),15/276,7.605801836942686e-12,6.721050596041745e-10,0,0,13.278566599053416,339.9593195281508,SMAD2;USP7;SMAD4;VCP;SMAD3;KEAP1;NFKBIA;KAT2B;PSMC5;PSMD4;PSMD2;MDM2;EP300;MDM4;SKP2
GO_Biological_Process_2021,regulation of androgen receptor signaling pathway (GO:0060765),8/36,7.915987802404749e-12,6.721050596041745e-10,0,0,61.71428571428572,1577.549003393914,NCOR2;NCOA2;NCOR1;HDAC1;EP300;SIRT1;PIAS2;SMARCA4
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),22/742,1.1819834640095586e-11,9.57943871058656e-10,0,0,7.513532763532764,189.04981684360783,ITGB1;CREBBP;VCP;HSP90AA1;HDAC3;STAT1;SRC;HDAC1;FOXO3;SIRT1;THBS1;NFKB1;NFKBIA;BCL3;E2F1;ABL1;AKT1;CTNNB1;SKP2;SQSTM1;TP63;TP73
GO_Biological_Process_2021,positive regulation of DNA-binding transcription factor activity (GO:0051091),14/246,2.1644509987835025e-11,1.6779200568830366e-09,0,0,13.800721732157175,338.8942390286775,HDAC4;ATF2;SMAD3;CHUK;SRF;STAT3;NFKB1;SMARCA4;NFKB2;NFKBIA;AKT1;CTNNB1;EP300;PPARGC1A
GO_Biological_Process_2021,cytokine-mediated signaling pathway (GO:0019221),20/621,2.6990982542129818e-11,2.0052050780257283e-09,0,0,8.027870216306157,195.3623824435753,ITGB1;SMAD4;HSP90AA1;CDKN1A;CHUK;STAT1;SRC;STAT3;FOXO3;SIRT1;PML;NFKB1;SMARCA4;NFKBIA;PSMC5;CCND1;PSMD4;PSMD2;AKT1;SQSTM1
GO_Biological_Process_2021,positive regulation of cell differentiation (GO:0045597),14/258,4.088628758659554e-11,2.916010030675993e-09,0,0,13.113991612657262,313.68964806675245,SMAD2;SMAD4;SMAD3;ZBTB16;SRF;RUNX2;NFKB1;CREB1;PPP1R13L;ABL1;AKT1;CTNNB1;TP63;PPARD
GO_Biological_Process_2021,regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),8/45,5.4348510154096224e-11,3.6064606880884004e-09,0,0,46.68155111633372,1103.346652314396,SMAD3;KLF5;SRF;STAT3;FOXO3;ETS1;SMARCA4;PPARD
GO_Biological_Process_2021,regulation of intracellular signal transduction (GO:1902531),17/437,5.461269690318948e-11,3.6064606880884004e-09,0,0,9.499713138267357,224.48539104463367,USP7;CSNK2A1;HDAC1;PML;NFKBIA;KAT5;PPP1R13L;BCL3;MDM2;AKT1;EP300;MAPK1;MDM4;NBN;SQSTM1;TP63;TP73
GO_Biological_Process_2021,negative regulation of androgen receptor signaling pathway (GO:0060766),6/15,6.475645731370244e-11,4.123598692511837e-09,0,0,141.0709219858156,3309.578522062318,NCOR2;NCOR1;HDAC1;SIRT1;PIAS2;SMARCA4
GO_Biological_Process_2021,peptidyl-lysine modification (GO:0018205),10/106,1.3204158112358672e-10,8.118280660115694e-09,0,0,22.921296296296298,521.4114530772559,HDAC4;PIAS3;KAT2B;UBE2I;KAT5;SUMO1;EP300;SIRT1;PIAS2;PIAS1
GO_Biological_Process_2021,negative regulation of DNA-binding transcription factor activity (GO:0043433),11/143,1.391924086604841e-10,8.272668821388106e-09,0,0,18.50936329588015,420.07303377719785,RB1;NFKBIA;HDAC4;USP7;CHUK;SUMO1;CDKN2A;KEAP1;COMMD1;NR0B2;SIRT1
GO_Biological_Process_2021,regulation of cellular macromolecule biosynthetic process (GO:2000112),17/468,1.5804009362005174e-10,9.089854416921042e-09,0,0,8.83266102102423,199.33701630229424,RB1;ESRRA;ATF2;NCOA2;CREBBP;NFYA;NR1I2;STAT3;FOXO3;PML;NFKB2;SP1;SP3;E2F1;ABL1;EP300;PPARGC1A
GO_Biological_Process_2021,regulation of programmed cell death (GO:0043067),12/194,2.4586501799789587e-10,1.3699291471570265e-08,0,0,14.773726273726274,326.8869901489832,PSMC5;CREBBP;VCP;HSP90AA1;STAT1;BCL3;ABL1;AKT1;SKP2;SIRT1;TP63;TP73
GO_Biological_Process_2021,positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895),7/34,3.0397773662800276e-10,1.6424009224476633e-08,0,0,55.40063719633612,1214.053256082696,SMAD3;KLF5;SRF;STAT3;FOXO3;ETS1;SMARCA4
GO_Biological_Process_2021,regulation of nucleic acid-templated transcription (GO:1903506),16/430,4.076643250539596e-10,2.1378396810917942e-08,0,0,8.965263400046009,193.8341677813198,RB1;ESRRA;ATF2;NCOA2;CREBBP;NFYA;NR1I2;STAT3;PML;NFKB2;SP1;SP3;E2F1;ABL1;EP300;PPARGC1A
GO_Biological_Process_2021,granulocyte differentiation (GO:0030851),6/20,4.914928533258947e-10,2.50380502137163e-08,0,0,90.66565349544074,1943.2889677930923,CDKN1A;RXRA;E2F1;RARA;EP300;PML
GO_Biological_Process_2021,peptidyl-lysine acetylation (GO:0018394),5/10,6.976960389464206e-10,3.455533437337412e-08,0,0,209.42105263157896,4415.273807367233,KAT2B;CREBBP;KAT5;EP300;SIRT1
GO_Biological_Process_2021,regulation of cell population proliferation (GO:0042127),20/764,1.030837500308982e-09,4.96752233257004e-08,0,0,6.436827956989247,133.19660027092476,HDAC4;CDKN1A;JUND;CSNK2A1;CDKN2A;STAT1;HDAC1;STAT3;ETS1;SIRT1;THBS1;PML;PIAS1;KAT2B;HNF4A;MDM2;RARA;AKT1;CTNNB1;MDM4
GO_Biological_Process_2021,cellular response to hypoxia (GO:0071456),10/131,1.0789841681773939e-09,5.0627072943691924e-08,0,0,18.16253443526171,375.0063132618854,PSMC5;CREBBP;PSMD4;PSMD2;MDM2;ARNT;EP300;MDM4;STUB1;SIRT1
GO_Biological_Process_2021,mitotic G1 DNA damage checkpoint signaling (GO:0031571),8/65,1.172564225683804e-09,5.36072311383134e-08,0,0,30.27154843630816,622.5063270361102,CDKN1A;CCND1;PLAGL1;E2F1;MDM2;EP300;MDM4;PML
GO_Biological_Process_2021,positive regulation of cellular biosynthetic process (GO:0031328),11/180,1.6329913998633154e-09,7.27905916489073e-08,0,0,14.429958114487068,291.95921107317315,HSP90AA1;SMAD3;SP1;NR1H2;BCL3;AKT1;NR1H3;ARNT;PPARGC1A;SIRT1;THBS1
GO_Biological_Process_2021,negative regulation of apoptotic process (GO:0043066),16/485,2.3159112669328314e-09,1.007138972912497e-07,0,0,7.891562595187328,156.91158964624478,RB1;ITGB1;HDAC3;CSNK2A1;SRC;HDAC1;SIRT1;THBS1;NFKB1;NFKBIA;BCL3;AKT1;CTNNB1;MAPK1;SQSTM1;PPARGC1A
GO_Biological_Process_2021,ubiquitin-dependent protein catabolic process (GO:0006511),14/354,2.5626747585925174e-09,1.0879164510882045e-07,0,0,9.365253077975376,185.2654433278933,VCP;UBE2I;KEAP1;SIRT1;PML;PSMC5;PSMD4;KAT5;PSMD2;MDM2;CTNNB1;STUB1;SKP2;SQSTM1
GO_Biological_Process_2021,positive regulation of type I interferon production (GO:0032481),8/77,4.653919788090715e-09,1.9297532516664527e-07,0,0,24.991808443604285,479.4817406175322,HSP90AA1;CREBBP;CHUK;STAT1;EP300;CTNNB1;NFKB1;NFKB2
GO_Biological_Process_2021,beta-catenin-TCF complex assembly (GO:1904837),6/29,5.808911217086465e-09,2.353929250014811e-07,0,0,55.16281221091582,1046.1005475342995,CREBBP;KAT5;HDAC1;EP300;CTNNB1;SMARCA4
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630),7/51,6.104386026049683e-09,2.4186933965436855e-07,0,0,33.96676441837732,642.4561559424649,BCL3;ABL1;E2F1;EP300;SIRT1;PML;TP73
GO_Biological_Process_2021,proteasomal protein catabolic process (GO:0010498),11/205,6.405578028678038e-09,2.482857744594118e-07,0,0,12.554500173751885,236.8544137858684,PSMC5;VCP;PSMD4;KAT5;PSMD2;MDM2;CTNNB1;STUB1;SKP2;SIRT1;PML
GO_Biological_Process_2021,negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144),6/32,1.0948439429876913e-08,4.1534186177596883e-07,0,0,48.79050736497545,894.3333620884828,NCOR2;NCOR1;HDAC1;SIRT1;PIAS2;SMARCA4
GO_Biological_Process_2021,regulation of cell growth (GO:0001558),11/217,1.1577448347135488e-08,4.300539667279703e-07,0,0,11.815970328351696,215.92748460302147,RB1;SMAD4;CDKN1A;SMAD3;CSNK2A1;CDKN2A;HNF4A;AKT1;SIRT1;PML;SMARCA4
GO_Biological_Process_2021,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",7/56,1.1981683937314924e-08,4.359865808210716e-07,0,0,30.493087557603687,556.1904619325122,CDKN1A;PLAGL1;E2F1;MDM2;EP300;MDM4;PML
GO_Biological_Process_2021,negative regulation of cell growth (GO:0030308),9/126,1.3754283527610736e-08,4.808605397986263e-07,0,0,16.722738799661876,302.7136052163192,RB1;SMAD4;CDKN1A;SMAD3;CDKN2A;HNF4A;SIRT1;PML;SMARCA4
GO_Biological_Process_2021,negative regulation of growth (GO:0045926),9/126,1.3754283527610736e-08,4.808605397986263e-07,0,0,16.722738799661876,302.7136052163192,RB1;SMAD4;CDKN1A;SMAD3;CDKN2A;HNF4A;SIRT1;PML;SMARCA4
GO_Biological_Process_2021,negative regulation of cellular process (GO:0048523),16/566,2.05070992074568e-08,7.026335261242268e-07,0,0,6.701298701298701,118.62970479612078,RB1;SMAD4;CDKN1A;SMAD3;CDKN2A;NR1H2;NR1H3;ETS1;SIRT1;PML;SMARCA4;NR4A1;KAT2B;HNF4A;CTNNB1;MDM4
GO_Biological_Process_2021,cellular response to DNA damage stimulus (GO:0006974),13/350,2.088590963801684e-08,7.026335261242268e-07,0,0,8.674204440806303,153.39628884449198,ATF2;VCP;CDKN1A;NCOA6;SIRT1;PML;CCND1;SUMO1;BCL3;E2F1;ABL1;NBN;TP73
GO_Biological_Process_2021,regulation of transcription initiation from RNA polymerase II promoter (GO:0060260),7/64,3.1065652579427773e-08,1.0257418249836984e-06,0,0,26.202791926051688,452.9719363056897,CDKN1A;CCND1;CDKN2A;SRF;CTNNB1;RUNX2;NFKB1
GO_Biological_Process_2021,regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),8/100,3.7458237511557154e-08,1.2143279542382985e-06,0,0,18.722117202268432,320.1489378957071,SMAD2;CREBBP;SMAD4;SMAD3;EP300;STUB1;SIRT1;THBS1
GO_Biological_Process_2021,regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434),8/102,4.378260995248776e-08,1.3695507639523803e-06,0,0,18.321924144310824,310.44721644543296,USP7;VCP;SUMO1;MDM2;KEAP1;STUB1;COMMD1;PIAS1
GO_Biological_Process_2021,positive regulation of cellular protein metabolic process (GO:0032270),8/102,4.378260995248776e-08,1.3695507639523803e-06,0,0,18.321924144310824,310.44721644543296,NFKBIA;HSP90AA1;NR1H2;BCL3;AKT1;NR1H3;STUB1;THBS1
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771),5/21,5.3939128394227595e-08,1.6581632056363412e-06,0,0,65.40789473684211,1094.6279146074917,BCL3;EP300;SIRT1;PML;TP73
GO_Biological_Process_2021,myeloid leukocyte differentiation (GO:0002573),7/71,6.463629010997127e-08,1.9533305977301483e-06,0,0,23.328629032258064,386.193551770315,CDKN1A;RXRA;RARA;E2F1;EP300;SIRT1;PML
GO_Biological_Process_2021,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),12/321,7.076807976543359e-08,2.102991437029468e-06,0,0,8.645631067961165,142.34044039631675,RB1;PSMC5;VCP;PSMD4;KAT5;PSMD2;MDM2;CTNNB1;STUB1;SKP2;SIRT1;PML
GO_Biological_Process_2021,regulation of angiogenesis (GO:0045765),10/203,7.277350717204278e-08,2.1271338243893817e-06,0,0,11.345423143350605,186.47239749444284,ITGB1;ATF2;SP1;STAT1;CTNNB1;ETS1;SIRT1;THBS1;PML;GTF2I
GO_Biological_Process_2021,regulation of protein serine/threonine kinase activity (GO:0071900),8/111,8.496245343785366e-08,2.4433557174144045e-06,0,0,16.713381173490923,272.1115015588373,RB1;CDKN1A;CCND1;SRC;ABL1;AKT1;CALM1;SIRT1
GO_Biological_Process_2021,regulation of interferon-gamma-mediated signaling pathway (GO:0060334),5/23,8.849007999698806e-08,2.465278322416089e-06,0,0,58.134502923976605,944.1261501106982,SUMO1;STAT1;NR1H2;NR1H3;PIAS1
GO_Biological_Process_2021,positive regulation of cholesterol efflux (GO:0010875),5/23,8.849007999698806e-08,2.465278322416089e-06,0,0,58.134502923976605,944.1261501106982,NFKBIA;RXRA;NR1H2;NR1H3;SIRT1
GO_Biological_Process_2021,positive regulation of Notch signaling pathway (GO:0045747),6/45,9.338445461535767e-08,2.5616074242951186e-06,0,0,32.50572831423895,526.1553022850553,KAT2B;CREBBP;SRC;STAT3;EP300;TP63
GO_Biological_Process_2021,protein-containing complex assembly (GO:0065003),11/267,9.689713286471604e-08,2.6176907257240718e-06,0,0,9.484023876404494,153.16334285757367,FGA;CREBBP;KAT5;HDAC1;MDM2;CTNNB1;EP300;MDM4;PPARGC1A;PML;SMARCA4
GO_Biological_Process_2021,cellular response to hormone stimulus (GO:0032870),7/76,1.041137784819261e-07,2.770669657213048e-06,0,0,21.63269440548543,347.80573416614226,NCOA1;NCOA2;THRB;SRC;NCOA3;STAT3;RARA
GO_Biological_Process_2021,cellular response to lectin (GO:1990858),8/115,1.11969983347748e-07,2.893369279841082e-06,0,0,16.085331166192606,257.4462884204541,PSMC5;CREBBP;PSMD4;CHUK;SRC;PSMD2;EP300;NFKB1
GO_Biological_Process_2021,stimulatory C-type lectin receptor signaling pathway (GO:0002223),8/115,1.11969983347748e-07,2.893369279841082e-06,0,0,16.085331166192606,257.4462884204541,PSMC5;CREBBP;PSMD4;CHUK;SRC;PSMD2;EP300;NFKB1
GO_Biological_Process_2021,positive regulation of gene expression (GO:0010628),14/482,1.2288830488827985e-07,3.130140680225757e-06,0,0,6.759292387199364,107.55379276726788,ATF2;SMAD3;STAT3;NR0B2;ETS1;THBS1;KAT2B;SP1;BCL3;E2F1;AKT1;EP300;MAPK1;PPARGC1A
GO_Biological_Process_2021,innate immune response activating cell surface receptor signaling pathway (GO:0002220),8/119,1.4604827290263872e-07,3.6676629659916175e-06,0,0,15.502546024285154,243.9996665332181,PSMC5;CREBBP;PSMD4;CHUK;SRC;PSMD2;EP300;NFKB1
GO_Biological_Process_2021,regulation of fat cell differentiation (GO:0045598),7/80,1.488426487203257e-07,3.685922814838066e-06,0,0,20.44321696862572,321.3750602148893,CREB1;SMAD3;ZBTB16;E2F1;AKT1;SIRT1;PPARD
GO_Biological_Process_2021,regulation of cellular protein metabolic process (GO:0032268),6/49,1.5776360503162636e-07,3.853322024265613e-06,0,0,29.476001979218207,461.6580977666666,NFKBIA;NR1H2;AKT1;NR1H3;FOXO3;NFKB1
GO_Biological_Process_2021,regulation of Notch signaling pathway (GO:0008593),7/83,1.92173948966784e-07,4.630353391996971e-06,0,0,19.63327674023769,303.62597215288764,KAT2B;CREBBP;SRC;STAT3;AKT1;EP300;TP63
GO_Biological_Process_2021,cellular senescence (GO:0090398),5/27,2.089685379129767e-07,4.902511882879439e-06,0,0,47.55502392344498,731.4477287849724,CDKN1A;CDKN2A;SRF;SIRT1;PML
GO_Biological_Process_2021,positive regulation of erythrocyte differentiation (GO:0045648),5/27,2.089685379129767e-07,4.902511882879439e-06,0,0,47.55502392344498,731.4477287849724,STAT1;STAT3;ARNT;FOXO3;ETS1
GO_Biological_Process_2021,cellular response to oxidative stress (GO:0034599),8/125,2.1372187434743802e-07,4.948910415084182e-06,0,0,14.703084355258268,225.8186490496887,CHUK;ABL1;KEAP1;AKT1;ARNT;MAPK1;FOXO3;PPARGC1A
GO_Biological_Process_2021,response to peptide hormone (GO:0043434),6/52,2.2692298589193562e-07,5.187226715965656e-06,0,0,27.549491211840888,421.4701655040022,CREB1;SRC;STAT1;STAT3;AKT1;SIRT1
GO_Biological_Process_2021,positive regulation of proteasomal protein catabolic process (GO:1901800),7/86,2.456833944180479e-07,5.54498091452379e-06,0,0,18.88485095957534,287.4127419193502,VCP;PSMC5;SUMO1;MDM2;KEAP1;STUB1;PIAS1
GO_Biological_Process_2021,cellular response to interleukin-6 (GO:0071354),5/28,2.533915398786185e-07,5.647463945044709e-06,0,0,45.48512585812357,690.8430996254966,SMAD4;SRC;STAT1;STAT3;NFKB1
GO_Biological_Process_2021,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),7/87,2.660954743489302e-07,5.857385564989415e-06,0,0,18.647849462365592,282.31745105669546,CREBBP;PSMC5;PSMD4;PSMD2;EP300;ARNT;ATF3
GO_Biological_Process_2021,positive regulation of protein phosphorylation (GO:0001934),12/371,3.369602189539415e-07,7.3268301267668e-06,0,0,7.42251202836161,110.61993062459888,SMAD4;HSP90AA1;CDKN1A;HDAC3;CCND1;SRC;ABL1;AKT1;MAPK1;NBN;CALM1;SIRT1
GO_Biological_Process_2021,transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),8/133,3.445467787796308e-07,7.401528994747972e-06,0,0,13.756521739130434,204.7112947980401,SMAD2;ITGB1;SMAD4;SMAD3;SRC;STUB1;SIRT1;RUNX2
