Gene,DiffusionScore
SNRNP70,0.0005257299819391645
OGT,0.0005236630842325816
FBXW7,0.0005223481323084868
PML,0.0005139797757020184
HDAC6,0.000512297400010284
RHOG,0.0005068307696869818
HNRNPA1,0.0005059928215751162
XRCC6,0.0005041881339888308
HSP90AB1,0.0005038058684278062
HEXIM1,0.0005017575413246763
GSK3B,0.0005008982374774186
HIST1H3A,0.0004987103090946708
RAB7A,0.0004986066885319118
CHD4,0.0004984104834408716
FN1,0.0004980727510554696
OBSL1,0.0004956575797207947
PRMT1,0.0004900732488774325
ECT2,0.0004892230894680737
CSNK2A1,0.00048343583489569587
CUL1,0.00048305884233365413
CYLD,0.0004811992017381509
ILF3,0.00048082120110000165
PPIA,0.00047891788922819085
RNF123,0.00047713265031243293
RHOB,0.00047670728867936274
EWSR1,0.0004756815398439434
CUL4A,0.00047439717951261516
ZC3H18,0.0004738680797691848
RAB11A,0.00047044149056288994
CAND1,0.00046913744338468244
LRRC59,0.0004665393150012628
UBQLN2,0.00046583070965705266
RPN1,0.0004655987958093877
WWP2,0.0004646822703843895
CUL7,0.0004646262027556689
HDLBP,0.0004645357890842065
MEPCE,0.0004641816885032386
USP7,0.00046323409434749415
FANCD2,0.0004626452009067947
BSG,0.000462305571883812
CAV1,0.0004596844356751044
HSCB,0.00045726116991999093
HDAC2,0.0004567060232454318
CDC5L,0.00045605662221767803
G3BP1,0.00045173169243836465
EMD,0.00045011751005843574
LRPPRC,0.0004478490175647891
RPS6,0.0004475887893557686
KDM1A,0.00044550409204266385
RPN2,0.00044364189534034916
RNF2,0.00044264472365369704
MYH9,0.00044072854586912484
SEC61B,0.0004358161879345069
VIM,0.000435165419277674
C1QBP,0.00043298527807393464
DOT1L,0.0004320092136526654
UBE2O,0.0004298013748165073
TMPO,0.00042489645836974593
CDK2,0.0004243230563085418
GRB2,0.000422776256805678
TRRAP,0.00042248781213939966
BTRC,0.0004182028614262171
AURKB,0.00041747745651249537
NCL,0.00041693535923829835
FBXO6,0.0004166809466612114
BTF3,0.00041619012979178104
MEOX2,0.0004154021756073802
GOLGA2,0.00041495292916529387
PRPF8,0.00041336799447204626
EPHA2,0.00041232191867170603
CHD3,0.00041197593568284644
LAMTOR1,0.0004116997322342195
SNW1,0.00041054636894516985
CDH1,0.0004098702264409717
KCNA3,0.00040677170861317253
RICTOR,0.0004060964494998086
PIH1D1,0.0004049857590158107
FUS,0.00040498326971153114
CUL4B,0.00040355386504731223
SIRT7,0.00040208038645234563
HRAS,0.00040075040552625923
NRAS,0.0004004048750687707
PDHA1,0.00040006905257938943
SNCA,0.0003995817986464043
CHMP4B,0.0003991394596024857
ERBB2,0.0003981693074940109
RPL4,0.00039805762714483753
LYN,0.0003979653377859915
RAB5A,0.000396385243562974
HSPB1,0.0003955364937947606
TUBA1A,0.0003953335074078904
HNRNPA2B1,0.00039501531668174054
H3F3A,0.0003940756197904929
PPP1CC,0.00039323839355869314
SRPK2,0.0003919248191943312
EEF1A1,0.00039112668470820186
PTPN1,0.000390570085497382
PTEN,0.0003904742750988753
HNRNPK,0.0003896974548866813
YBX1,0.00038760961459245285
VAPA,0.0003872716157790622
HNRNPM,0.0003871917827043636
ENO1,0.00038597115832176014
TRIM21,0.0003855294175338646
IFI16,0.0003854165527113264
RHOF,0.0003853273106822909
PINK1,0.00038463350368685606
HIST2H2BE,0.0003810974004876282
PRKDC,0.0003810832789801732
RAC2,0.00038104890265716916
STX7,0.000379908019925615
SFN,0.00037972907965648663
HSPA9,0.0003795745583963627
DDX21,0.000379359698254996
RPS16,0.00037845693668004586
NUPR1,0.0003771515010646383
CHMP4C,0.0003761046621588863
RNF113A,0.00037606122346528676
RPS3,0.0003759425243505511
HSPA4,0.00037524194624293287
TUBB,0.0003751799857354398
AURKA,0.000373128997875202
CIC,0.0003724361735750054
SSRP1,0.0003718456875350945
SHMT2,0.00037161431014605975
RPL3,0.00037158703981748974
RC3H1,0.00037044466989758564
SYNCRIP,0.00036992672167469263
LAMP1,0.0003692421900626271
CSNK2A2,0.00036846267118797186
ACTC1,0.00036799180113034123
CCDC8,0.00036796649380196276
TUFM,0.0003676214107070227
CDC37,0.00036727398008957335
CDK9,0.0003663407252528965
GJA1,0.0003661995503416609
AAR2,0.00036499839772457393
GNB2L1,0.0003649894928823275
GAPDH,0.00036484024410650206
RPL10,0.000364506093500954
CCT2,0.0003614317670314779
RC3H2,0.00036055141847879846
BAG3,0.0003605284060645777
RHOJ,0.00035763468292276344
HIST1H1E,0.000357528787321155
RPL31,0.0003570706549495917
MDM2,0.00035613396212113863
HSP90B1,0.00035560030570442247
HIST1H1C,0.00035545395126863384
PABPC1,0.0003551928522817344
FGFR1,0.0003551147831603665
RPL13,0.00035476744256100816
DDB1,0.000354703335779714
RAC3,0.0003542408655476115
TRIM37,0.0003536999800016728
CLTC,0.0003532384214387174
PCBP1,0.00035271381312906397
CLEC16A,0.00035238241227381073
UBE2I,0.0003512522230996262
WWOX,0.00035117959298390896
SUZ12,0.00035061491092204945
TOP1,0.00034903548846488815
MIDN,0.0003476153749905637
MKI67,0.0003470150144609601
SIRT6,0.0003466277262872943
RPL7A,0.00034628521987536975
U2AF2,0.00034623480957336647
MATR3,0.00034591137596607247
FXR1,0.000345195737420146
C9orf78,0.0003444707394744398
DDX3X,0.0003441417516523208
SNRNP40,0.0003436515602194431
STUB1,0.00034305780712019145
BMI1,0.0003430139077440864
BRD7,0.0003428837101778112
BAG2,0.00034278066654542535
HNRNPC,0.0003426515593294403
AIFM1,0.00034205730429459847
UBE2M,0.000341976602481731
CSNK2B,0.0003405493728668839
FLNA,0.0003402419636577573
FBL,0.00034010516367061986
TRAF2,0.0003397433118761246
ATP1A1,0.0003395247699154276
RPLP0,0.0003386843713813135
RAB9A,0.00033845062224331293
CKAP4,0.00033832310435686453
LNX1,0.00033813561002486487
NEK4,0.0003379948678297313
MARCKS,0.00033758318970364295
LAMP2,0.00033663958764474874
HNRNPD,0.0003359251342932407
CBX3,0.0003359081162232205
RPL11,0.0003351179078056527
FBXO7,0.0003347565135123028
RHOC,0.0003347125418770527
RPS3A,0.00033431288788597424
CUL2,0.00033356488072246583
RPS8,0.00033261647963804585
NUP43,0.00033241665408308694
ARF6,0.0003323662103160738
RPS2,0.00033235246102536806
RPS19,0.00033203591069603405
HSF1,0.00033186273910203277
DHX9,0.0003317397524623827
SPRTN,0.0003317237194967538
LMNB1,0.0003313977505389683
LGALS9,0.00033132903619272183
AKT1,0.0003312694920187425
RUVBL2,0.0003307191412579031
PPP1CA,0.0003297773819384705
USP36,0.00032891037273514426
ZC3HAV1,0.00032804981898921587
CALM1,0.0003280235425898802
CYSRT1,0.000327565315520477
INS,0.00032710868535686056
CCT3,0.0003265054874244436
SRC,0.0003248333375417727
PPP2R1A,0.00032463256540914484
RAB35,0.00032292652798434615
RAB5C,0.0003218009410397259
RHOD,0.000321746694809211
H2AFX,0.00032173972683412476
ATP5B,0.0003213482358705072
SUMO2,0.00032067941572910954
RNF149,0.00032042869003774227
RPL6,0.000320164045985001
SLX4,0.00031972015348440835
FBXL6,0.00031965312227973076
RPL19,0.00031891986098876637
RPL23A,0.0003186783592117339
RPL5,0.0003180147161656663
BCAP31,0.0003170743957771288
DDX24,0.0003166513052632413
MAP1LC3B,0.0003161432170140685
ILF2,0.0003147976709570115
EED,0.00031448664377059765
HNRNPF,0.00031400903301768106
HIST1H2BG,0.00031337723471429237
CCT7,0.00031280286210576264
CCT6A,0.00031253266740965805
TERF2IP,0.0003118426654509203
SSBP1,0.00031166412102156567
DDX39B,0.00031117148502621353
METTL14,0.0003110136576762033
IQGAP1,0.0003104620222832255
CLPP,0.00031032003495387215
RBX1,0.00030999492790721104
FBXO22,0.00030956580623044756
FKBP8,0.00030883367914042207
VHL,0.0003085453712697171
BCAR1,0.00030802704646608374
DVL2,0.00030651097074143897
EZR,0.0003054915685567364
HGS,0.00030543209417047113
RBBP4,0.0003052744044130161
TUBB4B,0.00030329729323592085
RAB2A,0.00030284351442516784
NOP56,0.0003027436124280631
NEDD4,0.00030264884793518705
PSMD14,0.00030243341547870977
RUVBL1,0.00030204913039876273
USP11,0.0003017973313818315
DYRK1A,0.00030176548189357036
UPF1,0.0003014869683073179
TCP1,0.00030137445621324744
RIOK1,0.0003012296136753812
COIL,0.0003010613196221835
IGF2BP3,0.00030087888056300676
ITFG1,0.0002998435355928034
DNAJA2,0.0002990124497071
ITGA4,0.00029784571942290263
SRSF1,0.0002969878542126061
IFITM3,0.0002969603551876408
MTDH,0.00029675761664183604
RPS10,0.00029653545838792837
ATP5A1,0.00029595904311092297
CCT8,0.0002956917020271294
UBR5,0.000295514317199609
RHOU,0.0002946135818339815
EEF2,0.00029441732438715076
RPL17,0.0002940561593373377
SF3B1,0.00029397782254978936
VCAM1,0.0002938368413829346
SNX27,0.00029382046555664047
VDAC1,0.00029354978082756503
RPL13A,0.0002933380109116105
CUL5,0.0002932223487797807
CREBBP,0.00029293670224186377
HMGB1,0.00029281988288552916
PICK1,0.0002927404297542876
LZTS2,0.00029215410586109364
CDK1,0.00029188527857116703
RPL23,0.00029130818582009417
PHB2,0.0002908130308856893
SEC62,0.0002907695032757454
DNAJA1,0.0002903763782288386
RHOH,0.0002902237123765512
KPNB1,0.0002891893596085715
SNAI1,0.00028910354074609756
HADHA,0.0002888436800790492
SF3B3,0.00028828694426242775
SART3,0.0002882583199510571
SFPQ,0.0002879689581301903
B3GNT2,0.00028794397814013744
RBM14,0.00028689201859457577
TRIM27,0.00028677576663617334
HNRNPR,0.0002853630150229385
RPL14,0.0002851817084139552
FOXA1,0.0002844922366467948
NONO,0.000284423086643264
DDX5,0.0002843390917494403
PLK1,0.00028413442135832856
AKAP1,0.0002840483288642811
MAPRE1,0.000283902204913164
RELA,0.0002838782549452692
OCLN,0.0002828937499896866
CCT5,0.00028265995879765807
HIF1A,0.0002825197936088774
TARDBP,0.0002818723600717756
LAMP3,0.00028097649921071557
HIST1H2AB,0.0002804524400045745
CALCOCO2,0.0002799869683579059
CCT4,0.00027983975097379854
TUBA4A,0.00027877276233318474
MAP1B,0.0002787389577393517
TFRC,0.00027781384773900456
MDH2,0.00027754166947454006
RPS20,0.00027736552741377955
GNB2,0.0002769926212361073
CPSF6,0.00027667410377344467
XRCC5,0.00027648646538022545
KPNA2,0.0002762849658407778
JUN,0.00027620480506175804
DHX30,0.00027591284300837964
RPL8,0.0002758829637082858
RPL15,0.0002758493295352394
CBL,0.0002751970245152149
HIST1H1A,0.000274522422738597
UBQLN1,0.0002744019280454917
USP15,0.0002743192175873794
RCOR1,0.0002741188428877698
GRSF1,0.0002736127070074231
POLR2A,0.00027334530544517364
ISG15,0.0002730743597617372
KAT6A,0.0002728004300593294
CDK7,0.00027271936459914194
SF3B2,0.00027243381727106705
ATXN1,0.00027231911454641465
LRRK2,0.00027223337360855537
SNRPB,0.00027213446141899984
SOD1,0.0002714948997230233
SPOP,0.00027101582831528544
MCAM,0.00027100718532288733
RPS24,0.00027071498705749403
HIST1H3C,0.0002705984963196085
PFN1,0.0002705841114821447
PCNA,0.0002702786675678718
PSMA1,0.00027011106025124146
G3BP2,0.00027000284861518017
RPSA,0.0002697614279308686
PDIA4,0.00026969434239303977
BRD3,0.0002692336966872143
RPS9,0.00026900534436430146
PSPC1,0.0002689297715914389
KRT31,0.00026870074595629286
TP53BP1,0.0002685156464469993
MAPK6,0.00026829917790230964
VAPB,0.00026803979486170545
RPL36,0.0002680390573864572
RPL35,0.0002679422367577584
GPR182,0.00026784161540562083
TOP2A,0.00026758580713955255
PSMC5,0.00026756946679400417
RBBP7,0.000267401814957037
BAG6,0.0002671133221887823
NUP155,0.0002670121860532219
ARHGAP24,0.0002667492321018518
RPS14,0.00026656161250547647
RPL18,0.0002662942452453945
USP14,0.0002661971827414824
E2F4,0.000265900465082921
SMURF1,0.00026522687615960084
BAG1,0.0002650472220439865
EPRS,0.00026480441673344484
DDX6,0.00026438796613435583
TUBA1C,0.0002642898974096068
SKP1,0.000264139719817396
CD3EAP,0.00026411097972250404
FLOT1,0.00026392920683730313
DERL1,0.0002639037471369305
RUFY1,0.00026339644071181367
SRSF6,0.00026330242130644354
EIF4A3,0.0002632423546885856
JUP,0.00026311255014080295
SRSF3,0.00026301823097774914
DHX15,0.00026258665458025424
GJD3,0.0002619665500260823
DLD,0.0002617149607485558
ADARB1,0.00026150444210136834
ZFPL1,0.0002608879142032787
PKM,0.0002607035121868263
SRPK1,0.00026056018692145337
C16orf72,0.00026048367431019833
HNRNPA3,0.0002599642845045616
NINL,0.00025986436329930763
DCTN1,0.00025966191283145025
PDIA3,0.00025963529143722925
SAP18,0.0002596320385500626
SNRPA,0.0002596250496427052
CCDC47,0.0002596176041340532
RPS11,0.00025905727916823425
RPS4X,0.0002586363207765673
FBXW11,0.0002586207051581455
TUBA1B,0.0002584645614126951
FGFR4,0.00025829951308929385
DYNLL1,0.00025810586337569495
STIM1,0.00025798854148279514
DYNC1H1,0.00025788184428333254
ARRB2,0.0002575794169976646
RAB4A,0.00025756394482237907
KRT40,0.0002572525983699152
WDYHV1,0.0002567843628348243
SPTAN1,0.00025662203952864747
MDFI,0.0002561814010253706
ACTG1,0.0002559956097041969
RPL10A,0.0002559780791661181
STX6,0.00025540810081024746
TUBB3,0.0002551902761305726
ATG9A,0.00025518740320167835
RIN3,0.00025511845120060995
DDX23,0.00025510834901289886
HERC2,0.00025494563084051087
SMAD4,0.0002549030758036812
NUMA1,0.00025485657870228626
TRIM33,0.0002547202792653084
HIST1H2BH,0.00025466404222050583
SSR1,0.00025428904625748053
ALB,0.000253633661620354
RIPK4,0.0002535604596887672
AGO2,0.0002534445520089072
RPL7,0.0002533211469571025
PPP1CB,0.000253181913961211
DLST,0.00025275993285840855
AES,0.0002525771178663673
LONP1,0.0002520311828955595
RHOQ,0.0002519877547609091
FBXO2,0.0002518953694464349
RAD18,0.0002517587189227883
FAF2,0.0002514526988199209
MAPK1,0.0002513695798263539
LARP1,0.00025094577071138347
IKBKG,0.00025088093591233833
RPS27A,0.00025088019215675355
PSMA3,0.00025065866625655645
TRIM31,0.000250371689056195
H2AFY,0.00025036590735530434
HIST1H1B,0.0002502670370023403
SYNE3,0.00024996871043624503
RND2,0.00024969518322850136
HADHB,0.0002496508629117662
GSK3A,0.0002496044062557277
IGF2BP1,0.00024932445866379237
LMAN1,0.00024924373791289237
SSB,0.00024912787189653585
SRSF5,0.0002488841573408074
RPS13,0.0002483918478388857
PPP2CA,0.0002483210528107523
AIMP2,0.00024816132084801894
LATS1,0.00024772673241095646
CS,0.0002477031461647023
DPP4,0.00024767825832640447
RBMX,0.00024759596829997273
RPA4,0.00024740108908571294
KRTAP10-8,0.0002472190678757522
RANBP9,0.00024701755893631307
SF3A1,0.0002469319446602221
TRAP1,0.0002467646034834599
RSL1D1,0.00024664633459571517
IMMT,0.00024656133709405196
PRMT5,0.0002461759980147944
KRT8,0.0002451640431521569
MED4,0.0002450789602375904
RPS7,0.0002446687839196145
SRRM2,0.00024390201394906317
ATXN3,0.00024367002215586742
ZBTB2,0.0002436320235778694
ESYT1,0.00024359095959106168
NFX1,0.00024355727661648196
YY1,0.0002434154830834598
STX4,0.0002432714107934551
PDZD8,0.00024285884694695448
ATP2A1,0.0002427497960607202
EEF1G,0.00024234677672666362
UNC93B1,0.00024201330842166564
TFCP2,0.00024177171633572506
TMPRSS11B,0.0002416492652499703
RBM8A,0.00024146033583167433
RAN,0.00024141708538183968
RPL30,0.00024140195260327933
SDCBP,0.00024111492060145722
TRAF6,0.00024084619425773294
PABPC4,0.00024062495023240867
ZNF330,0.00024052243572745432
DISC1,0.00023991833079377444
NOTCH2NL,0.00023988334916810755
RNF43,0.00023960710539556602
OPTN,0.00023925452868237386
PSMD2,0.00023874165018772904
NUP35,0.00023858732548296665
CAPRIN1,0.00023823748018215077
DDX1,0.0002382371383905624
PTGES3,0.00023805715213268916
PCM1,0.0002378179015862273
FAM105A,0.00023759734231116843
HSPH1,0.00023757645235709956
RPL27A,0.00023751565434834888
NOTCH2,0.00023749398954779342
PRPF19,0.00023749074660757254
IGF1R,0.0002373207905743496
OCIAD1,0.00023708071828716908
MRPS26,0.00023691685611300307
RPL28,0.00023685062524348392
HIST3H3,0.00023673338624218137
P4HB,0.0002365270779439173
LOXL2,0.000236465309220557
LIMA1,0.00023637950355034237
THRAP3,0.00023633429270355656
ZNF598,0.00023607888740794435
SLC25A6,0.00023602018343023282
HSD17B10,0.00023599611327124233
BICD2,0.00023583747294127544
STAT3,0.00023557342081517816
SEC16A,0.00023556457294936093
RNF8,0.00023497127578936338
EMC1,0.0002344559660847646
HSPA2,0.00023420041665029884
AP2M1,0.0002340076313868925
UBE3A,0.00023400617155896832
SNRPC,0.00023390269685673478
FXR2,0.0002337629334399779
NUDCD2,0.0002336132876459076
TMEM17,0.00023358338040958067
TUBB8,0.00023358243752472186
SNRNP200,0.00023303301821414002
FKBP5,0.00023292187459110256
UBB,0.00023290209643156542
MTA2,0.00023282334500819823
ATP5C1,0.0002326638157552514
DNAJC7,0.00023265806498428193
COPS6,0.0002326429030466343
ADRB2,0.00023262930898063013
S100A2,0.00023261438823305485
COX4I1,0.0002324277923250034
MTCH2,0.00023236430219538678
SUPT16H,0.0002322821355799191
SRP9,0.00023226921893519924
NUFIP2,0.00023201047324057224
PTBP1,0.00023188480252406214
RPL26L1,0.00023143188323081803
CTTN,0.00023109200782492676
MDC1,0.00023052330478257616
TFIP11,0.00023028730365538558
CAPZA2,0.00023005658874122542
KLF16,0.00022978360791921348
MYBBP1A,0.00022956201009620875
IMPDH2,0.00022932369067725112
HSD17B11,0.00022910879935845923
PSMC3,0.00022886608728407102
MCM5,0.00022855309158107063
VDAC2,0.00022793382573235734
PLEC,0.0002276804151251046
SFXN1,0.0002275101051060428
ACAD9,0.0002273142088312229
RPL18A,0.00022721885269419632
KRT18,0.0002270770419095663
TFAM,0.0002270467781379038
AQP6,0.0002268127317960878
UNK,0.00022665450943090305
RNPS1,0.00022653757966411818
MCM7,0.00022651613005372442
PRKACA,0.000226268208913265
NIFK,0.00022612099848048849
UBA52,0.0002260828013670635
PRPF40A,0.0002258320856445974
BRD2,0.00022578718236836487
CTCF,0.00022563004888183306
SMC1A,0.00022545993344735694
HSD3B7,0.00022527784192249376
HAX1,0.00022513379938664634
SMAD3,0.00022466673627235723
LCK,0.00022458016064478783
CALR,0.00022447486987352397
HIST1H2BB,0.00022375837297878675
EIF4G1,0.0002236761169522452
DSP,0.00022363639149723785
NEDD4L,0.00022356820938446135
SMARCA4,0.00022353169892938714
BET1,0.00022351955512860016
SLC25A5,0.00022351369538395544
RNF31,0.00022321507742402788
ERGIC3,0.00022311222008065544
HMGA1,0.00022289661395204742
USP9X,0.0002228594776472287
HDAC4,0.00022272581281583388
QARS,0.0002225260175853538
PDGFRA,0.00022211923385336794
MEX3A,0.00022174241797127023
IPO5,0.00022155313256074456
EMC2,0.00022150988961788486
RPL27,0.00022098096283552305
TBK1,0.00022093435157831396
ANXA2,0.00022073057658279655
CAD,0.00022067270721994023
COPA,0.00022058900349230425
SMC3,0.00022057531918429378
SIRT1,0.0002204493151355476
FHL2,0.00022041845657741328
CCR1,0.00022017387759531117
RPS15,0.00022013992878330325
SNIP1,0.00021995600731208043
SURF6,0.0002199536577083689
YTHDC1,0.00021978329004053318
NOP2,0.00021969133263215047
ABCE1,0.00021953490993954284
REL,0.0002195275366238821
B3GAT1,0.0002194463828411892
RPL22,0.00021918029940092847
CTBP2,0.0002187973839718596
DBN1,0.0002185107850771509
PSMD1,0.00021842403981831154
MMGT1,0.0002183235979766454
FASN,0.00021792607009493028
SMARCA5,0.0002176875297726528
RPS5,0.00021767849992214831
GATA4,0.0002176763730252684
DDX17,0.00021739878772383052
HOXA1,0.0002173707089374484
PIK3R1,0.00021728855922357725
RAB1A,0.0002172599414546591
TBRG4,0.00021680638144109542
METTL17,0.00021645328499785338
LIN28A,0.00021628522767041302
TNF,0.00021594491386483288
REEP5,0.00021583629531905964
PAN2,0.00021576619677518094
GTPBP4,0.00021574208594648194
WWTR1,0.00021570936207116647
MTUS2,0.00021569944009227807
PSME3,0.00021567970821539137
MKRN2,0.00021553365728839858
DNAJC5,0.00021536718444430727
SUPT5H,0.0002152003218815467
MTOR,0.00021487739521315513
MYO6,0.00021472111584912713
MYO1C,0.00021405811731620386
GBF1,0.0002136309404250274
SDHA,0.00021360533874151746
GRWD1,0.00021354835565435182
P2RY6,0.0002134963049455101
TRIM24,0.0002134124299249577
TRIM14,0.00021327783727653662
AHCYL1,0.00021295384712863053
SLC25A3,0.00021288752217220737
RPS15A,0.00021288076271815814
NDN,0.00021286765393111804
C21orf33,0.00021282560987570529
RLIM,0.00021270813322856472
ST7,0.0002125741908472245
DCPS,0.00021257030361884462
FYN,0.00021249326447800974
SPTBN1,0.0002122455342145912
EXD2,0.00021220751699743318
RPL9,0.00021196367907608162
FTSJ3,0.00021184086326414268
HLA-C,0.0002115952094385988
TAF15,0.00021157230850129993
IMMP2L,0.00021153542166394462
PGRMC1,0.00021149132417702728
ALYREF,0.00021099359243415225
SNRPD2,0.00021076260916568285
TGFB1,0.00021071602330762767
EIF4B,0.00021063596394529737
MRPL11,0.00021055379995193552
GORASP2,0.00021038688174328113
ELOVL5,0.00021032627232039054
MAP3K7,0.00021019677017136693
PSMD3,0.00020995993176696674
NBR1,0.00020981930668442764
RPL12,0.00020975635796184738
NHLRC2,0.00020944777796390397
ESYT2,0.00020903000824371145
RPS18,0.0002088978527828887
DCAF4,0.00020887083643982292
WDR76,0.00020875743257299046
TLE3,0.00020861451953925404
ACTN4,0.00020833327091550918
NDUFS3,0.00020828652254164552
TPM3,0.00020800189620649438
SRSF7,0.00020786736257824483
RHBDD1,0.00020774748694321466
RAD21,0.00020767619014912524
METTL7A,0.0002076728345856928
PIN1,0.0002076256473318664
DDOST,0.00020753210577441984
IARS,0.00020749609158006137
ARAF,0.00020735519974079855
PRPF31,0.00020717636042545754
METTL21B,0.00020698272354383442
NTRK3,0.00020697902533912724
GTF2I,0.00020687092699327568
TRIM23,0.00020663432051213536
ICT1,0.00020649549730872573
CXADR,0.0002064041132823005
YES1,0.00020626431423301526
RPL37A,0.00020601761619634353
PMPCA,0.00020594220980012386
PRKRA,0.0002057502040592005
DNAJC1,0.0002057397079744894
LDHA,0.00020572115949762712
RPLP2,0.00020552988149921081
SNRPF,0.0002053578564042182
CDC73,0.00020530780102888467
TUBG1,0.00020509820182049493
TOMM22,0.00020492126821022703
DNAJB6,0.00020483660842058625
TOLLIP,0.00020481288647537115
SLFN11,0.00020477172456996031
TRIP6,0.0002046468577651765
PRKCZ,0.0002045777026573877
RPS25,0.0002044726893164409
SLC3A2,0.00020447237552602174
RAD50,0.0002044373646045393
RPL35A,0.0002043951466898196
DKC1,0.00020437808734916763
ANXA1,0.00020433602075997051
PHGDH,0.0002041641209842981
SMARCC1,0.0002040334129590767
NPC1,0.0002038331631317048
NEDD8,0.00020373448978007542
GANAB,0.00020370973182425885
CFL1,0.0002035326958470684
PPARG,0.0002033906468908935
ABT1,0.0002032899784803967
YBX3,0.00020281079645489793
MOB3C,0.00020264176124396157
CLEC4E,0.00020259256176378902
DDA1,0.00020254792781539705
IFITM1,0.00020226743465038622
TERF1,0.0002018776673647912
H2AFZ,0.00020166314468144736
PSMC2,0.00020134041517851398
SEC22B,0.0002010765890940279
PRDX1,0.00020105496816795175
CD274,0.00020102213346097662
COPB2,0.00020087229009180634
DNAJA3,0.00020086421956828343
KHDRBS1,0.0002007121239940533
RPL26,0.00020065123346292975
SGTA,0.00020059036139500352
ITCH,0.00020044239880424622
CSNK1A1,0.0002003484314135618
PDCD11,0.00020032839189652494
PRRC2A,0.0002003114659833632
PMPCB,0.00020030775794350846
RPL24,0.00020008512552314436
GRM2,0.0002000443862076037
MAPK3,0.00019981144167119177
TSFM,0.00019966404252537694
INF2,0.00019918288695020128
KRR1,0.00019916965502123817
KARS,0.00019896222246744985
DRG1,0.00019892872272442443
CENPA,0.00019824555259870456
HNRNPDL,0.00019823832602131947
PAXIP1,0.000198178221281921
LYAR,0.0001981350610303609
HDAC5,0.00019793687434935668
CRK,0.0001978683254242936
TMPRSS2,0.00019780457131474849
