Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,regulation of systemic arterial blood pressure by hormone (GO:0001990),11/16,2.834801713083654e-17,8.058568142556895e-15,0,0,150.45555555555555,5732.6537544975,ACE2;EDN1;ACE;EDN2;EDN3;NOS3;CYP11B2;AGTR1;ECE1;AVPR1A;CORIN
GO_Biological_Process_2021,cytokine-mediated signaling pathway (GO:0019221),43/621,4.170664191665208e-17,1.0868055772780921e-14,0,0,5.557208315311419,209.59495349195623,IL1RN;EPO;ALOX15;INPPL1;PTGS2;HIF1A;TNF;CXCL2;RELA;ICAM1;IKBKB;CXCR2;LEPR;HMOX1;PTK2B;CCL2;TIMP1;CD36;CCR5;HLA-DQA1;EDN2;ANXA1;TGFB1;VCAM1;NOS2;MMP1;HGF;MMP2;PRKCD;FN1;PPBP;FOS;SOD2;MMP9;VEGFA;SOD1;POMC;IL6;LEP;IL1B;BCL2;TP53;MYD88
GO_Biological_Process_2021,response to reactive oxygen species (GO:0000302),16/59,2.563837992933724e-16,6.16701646454135e-14,0,0,25.84665954474484,927.8913592557636,JUN;GPX1;NCF1;GSTP1;TPM1;HP;UCP1;FOS;PKD2;SOD2;MMP9;HIF1A;SOD1;CAT;HMOX1;APOE
GO_Biological_Process_2021,positive regulation of metabolic process (GO:0009893),20/113,3.7370877480054237e-16,8.347052420009259e-14,0,0,15.113885998381315,536.8914014200509,CAV1;ADIPOQ;DIO2;UCP1;ADRB1;OXT;ADRB2;DBH;KSR2;TNF;INS;VEGFA;GJA1;ADRB3;LEP;UCP2;LEPR;GNAS;CD36;FGF21
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),39/546,4.956867923347974e-16,1.0044735743979036e-13,0,0,5.678698224852071,200.12066118888916,NCF1;EPO;HTR2B;ADRB2;HMGB1;TNF;AGER;ADRA1A;RELA;INS;IKBKB;GJA1;KDR;HMOX1;CD14;TGM2;TGFB1;ANGPT1;VWF;HGF;CAV1;ADIPOQ;FN1;IGF1;ADRA2B;AGT;ADRA2A;VEGFA;SELP;F7;IL6;ADRB3;LEP;IL1B;BCL2;TP53;TLR4;MYD88;LTF
GO_Biological_Process_2021,positive regulation of macromolecule metabolic process (GO:0010604),33/384,5.139615347095125e-16,1.0044735743979036e-13,0,0,6.839213418160787,240.77029027708247,CRP;GSK3B;RAMP2;GATA5;ECE1;BRCA1;HIF1A;TNF;CLU;INS;GJA1;CD36;DRD1;FGF21;PTPN1;TGFB1;ANGPT1;VDR;NOS3;EPHX2;FN1;IGF1;MTOR;VEGFA;AR;MOV10;IL6;IL1B;AVP;TP53;TLR4;MYD88;NFE2L2
GO_Biological_Process_2021,regulation of inflammatory response (GO:0050727),25/206,7.494715641973191e-16,1.378586812497069e-13,0,0,9.839899987901765,342.69580370250645,SERPINE1;ALOX15;LPL;PTGS2;TNF;RELA;APOE;ABCC1;ANXA1;PTGIS;CMA1;PRKCD;ADIPOQ;APOA1;MMP9;AGT;ACE2;IL6;PROC;IL1B;AGTR1;PPARG;PPARA;TLR4;MYD88
GO_Biological_Process_2021,positive regulation of MAPK cascade (GO:0043410),28/274,1.17344907299122e-15,2.038541806246414e-13,0,0,8.171181711817118,280.9156592648965,ALOX15;HTR2B;ADRB2;HMGB1;HTR2A;TNF;AGER;ADRA1A;ICAM1;INS;KDR;CCL2;PTK2B;CCN2;APOE;CD36;FGF21;EDN1;TGFB1;EDN3;ANGPT1;IGF1;ADRA2B;ADRA2A;VEGFA;IL6;ADRB3;LEP
GO_Biological_Process_2021,cellular response to oxygen-containing compound (GO:1901701),30/323,1.464434997624191e-15,2.410151703984656e-13,0,0,7.387238793661266,252.3281825742104,NCF1;GSTP1;SERPINE1;UCP1;LPL;MTR;AHR;HMGB1;PKD2;CXCL2;RELA;AQP1;PTK2B;CCL2;CD14;DRD1;CCR5;TGM2;JUN;AOC1;PRKCD;TPM1;PPBP;FOS;MMP9;MTOR;IL6;IL1B;TLR4;MYD88
GO_Biological_Process_2021,positive regulation of gene expression (GO:0010628),36/482,1.835089459504245e-15,2.8691623699348865e-13,0,0,5.909563675424986,200.52144226502503,CRP;GSK3B;RAMP2;HTR2B;GATA5;BRCA1;HIF1A;TNF;CLU;INS;GJA1;CD36;DRD1;FGF21;TGFB1;ANGPT1;VDR;NOS3;EPHX2;FN1;IGF1;AGT;ADRA2A;MTOR;VEGFA;SOD1;AR;MOV10;IL6;RPS6KB1;IL1B;AVP;TP53;TLR4;MYD88;NFE2L2
GO_Biological_Process_2021,positive regulation of cold-induced thermogenesis (GO:0120162),18/97,4.8393631929001446e-15,7.206042240094643e-13,0,0,15.910446416505248,524.4400274577778,CAV1;ADIPOQ;DIO2;UCP1;ADRB1;OXT;ADRB2;DBH;KSR2;VEGFA;GJA1;ADRB3;LEP;UCP2;LEPR;GNAS;CD36;FGF21
GO_Biological_Process_2021,regulation of nitric-oxide synthase activity (GO:0050999),13/39,8.233663692791403e-15,1.1703030166981237e-12,0,0,34.39685314685315,1115.5087047109216,GCH1;NOS3;CAV1;NPR3;HTR2B;HIF1A;TNF;INS;DDAH1;IL1B;LEP;APOE;AGTR2
GO_Biological_Process_2021,regulation of nitric oxide biosynthetic process (GO:0045428),13/40,1.2036183141532706e-14,1.6363975949379465e-12,0,0,33.121212121212125,1061.5633002722177,EDN1;PTGIS;AGXT2;CAV1;PKD2;PTGS2;CLU;TNF;DDAH1;IL1B;CD36;AGTR2;TLR4
GO_Biological_Process_2021,negative regulation of apoptotic process (GO:0043066),35/485,1.3066040406213896e-14,1.7023961812596185e-12,0,0,5.671590909090909,181.31372783106812,GSK3B;GSTP1;HTR2B;TNF;RELA;AQP1;IKBKB;KDR;PTK2B;CCL2;APOE;VHL;ANXA1;GPX1;ANGPT1;HGF;CAV1;PRKCD;GCG;IGF1;SOD2;MMP9;VEGFA;SOD1;GCLC;IL6;PROC;RPS6KB1;ALB;CAT;BCL2;AVP;TP53;MYD88;LTF
GO_Biological_Process_2021,sodium ion homeostasis (GO:0055078),11/25,2.567291353709669e-14,3.211168025220054e-12,0,0,53.70957341269841,1680.7519370515167,SLC12A2;SLC12A3;SCNN1G;CYP11B2;SCNN1B;CYP4A11;SCNN1A;NEDD4L;ATP1A2;ATP1A1;SLC8A1
GO_Biological_Process_2021,regulation of heart contraction (GO:0008016),17/93,3.666039943954441e-14,4.299654872490271e-12,0,0,15.566675998506906,481.5874891302935,CYP2J2;NPR1;TPM1;ATP2B3;ATP1A2;ATP1A1;ATP2B1;SLC8A1;AGT;NPPC;ACE2;STIM1;TH;GJA5;FXYD2;NPPA;CORIN
GO_Biological_Process_2021,positive regulation of cellular biosynthetic process (GO:0031328),22/180,3.7125257933238674e-14,4.299654872490271e-12,0,0,9.823744459169218,303.7941777565157,EDN1;AGXT2;PTH;HGF;APOA1;IGF1;PKD2;PTGS2;CLU;TNF;HIF1A;GCK;MTOR;INS;IL6;FABP3;DDAH1;RPS6KB1;IL1B;AGTR2;CD36;TLR4
GO_Biological_Process_2021,negative regulation of cellular process (GO:0048523),37/566,4.7248551689534277e-14,5.276650754756203e-12,0,0,5.1181402329037935,157.04171060188972,EPO;NPR1;HTR2B;PTEN;UMOD;PLG;PKD2;CLU;ADRA1A;KNG1;NPPB;GJA1;STK11;PTK2B;CCN2;VHL;DRD2;MEN1;TGFB1;ANGPT1;VDR;NOS3;ADIPOQ;APOA1;SOD2;ESR2;AR;FABP3;IL6;DDAH1;IL1B;BCL2;NOX4;GNRH1;MYH9;AGTR2;TP53
GO_Biological_Process_2021,response to amyloid-beta (GO:1904645),13/44,4.92267718399778e-14,5.3080039842624335e-12,0,0,28.841642228739,883.7753720383109,GSK3B;ABCC1;VCAM1;CACNA2D1;MMP2;ADRB2;IGF1;AGER;MMP9;ICAM1;GJA1;CD36;TLR4
GO_Biological_Process_2021,regulation of cardiac conduction (GO:1903779),14/55,5.1627512507047046e-14,5.381307720317871e-12,0,0,23.55498502353445,720.6582108867215,NPR1;ATP2B3;ATP1A2;ATP1A1;ATP2B1;SLC8A1;AGT;NPPC;ACE2;STIM1;GJA5;FXYD2;NPPA;CORIN
GO_Biological_Process_2021,positive regulation of nitric oxide biosynthetic process (GO:0045429),11/27,7.31264305004875e-14,7.376333812097561e-12,0,0,46.99110243055556,1421.3204456719757,EDN1;DDAH1;AGXT2;IL1B;CD36;AGTR2;PKD2;PTGS2;CLU;TNF;TLR4
GO_Biological_Process_2021,cellular response to peptide (GO:1901653),14/57,8.883879750972078e-14,8.681216244153027e-12,0,0,22.457119543043657,674.8802994831842,GSK3B;ABCC1;VCAM1;CACNA2D1;CAV1;ADRB2;IGF1;AGER;ICAM1;GJA1;CYP11B2;CD36;TLR4;TP53
GO_Biological_Process_2021,positive regulation of nitric oxide metabolic process (GO:1904407),11/28,1.1885568642746746e-13,1.1262476710869417e-11,0,0,44.224673202614376,1316.1645888577052,EDN1;DDAH1;AGXT2;IL1B;CD36;AGTR2;PKD2;PTGS2;CLU;TNF;TLR4
GO_Biological_Process_2021,regulation of ERK1 and ERK2 cascade (GO:0070372),24/238,1.86068347749965e-13,1.6932731986808043e-11,0,0,7.947119796091759,232.95123906040664,PTPN1;TGFB1;ANGPT1;GSTP1;ADIPOQ;ALOX15;FN1;HTR2B;PTEN;HMGB1;HTR2A;TNF;AGER;ADRA1A;ICAM1;IL1B;KDR;CCL2;PTK2B;CCN2;APOE;CD36;TLR4;FGF21
GO_Biological_Process_2021,positive regulation of cytokine production (GO:0001819),28/335,1.895253020589324e-13,1.6932731986808043e-11,0,0,6.527062273880068,191.20541920585848,SERPINE1;HTR2B;LPL;BRCA1;HMGB1;PTGS2;HIF1A;AIF1;TNF;AGER;RELA;INS;HMOX1;CD14;DRD2;ANXA1;TGFB1;NOS2;ADIPOQ;CYBA;AGT;ADRA2A;SOD1;IL6;LEP;IL1B;TLR4;MYD88
GO_Biological_Process_2021,positive regulation of cellular process (GO:0048522),38/625,2.0157841788116842e-13,1.7509325353178153e-11,0,0,4.740853877433799,138.58747518988196,EPO;HP;HTR2B;PTEN;REG3G;AIF1;TNF;RELA;INS;CXCR2;KDR;PTK2B;CCN2;TIMP1;CD36;VHL;FGF21;TGM2;EDN1;EDN2;TGFB1;EDN3;TRPC3;CAV1;PRKCD;TPM1;FN1;APOA1;CYBA;IGF1;AVPR1A;ADRA2A;VEGFA;AR;IL6;IL1B;BCL2;TLR4
GO_Biological_Process_2021,positive regulation of reactive oxygen species metabolic process (GO:2000379),13/49,2.329109548364426e-13,1.968412312901503e-11,0,0,24.829545454545453,722.2448022580131,CRP;TGFB1;GSTP1;PRKCD;CYBA;AGT;SOD1;ACE2;AGTR1;CD36;TLR4;TP53;XDH
GO_Biological_Process_2021,cellular response to lipid (GO:0071396),23/219,2.54547916531576e-13,2.0946614078795732e-11,0,0,8.292942176870747,240.48941274525055,GSTP1;SERPINE1;UCP1;LPL;ATP1A2;PPBP;AHR;HMGB1;ATP1A1;NR3C1;CXCL2;RELA;AQP1;ADCY5;AR;IL6;IL1B;CCL2;PTK2B;CD14;CCR5;TLR4;MYD88
GO_Biological_Process_2021,second-messenger-mediated signaling (GO:0019932),16/89,2.758542326167776e-13,2.211785090750419e-11,0,0,15.201510237668812,439.6110123512001,EDN1;GUCY1A1;EDN2;EDN3;NOS2;NOS3;HTR2B;KSR2;AGT;DDAH1;CXCR2;AGTR1;CD36;AGTR2;APOE;CCR5
GO_Biological_Process_2021,negative regulation of blood coagulation (GO:0030195),12/40,3.844435020022293e-13,3.005387076902427e-11,0,0,29.377302140368343,839.8083356864935,F7;EDN1;PROC;NOS3;F12;SERPINE1;F11;PLAT;PLG;GP1BA;APOE;KNG1
GO_Biological_Process_2021,nitric oxide mediated signal transduction (GO:0007263),9/18,1.4291303196363694e-12,1.089973295000714e-10,0,0,67.90344827586208,1851.995594301464,GUCY1A1;NOS2;DDAH1;NOS3;AGTR2;APOE;CD36;AGT;INS
GO_Biological_Process_2021,negative regulation of inflammatory response to antigenic stimulus (GO:0002862),18/136,2.0831942464447605e-12,1.5303444682504223e-10,0,0,10.63073768019784,285.9362133036963,GLP1R;CALCA;RAMP2;PTH;LHB;ADRB1;GCG;ADRB2;CRHR2;ADCY5;POMC;MC2R;IL6;ADRB3;HRH2;MYH9;DRD1;AVP
GO_Biological_Process_2021,cellular response to amyloid-beta (GO:1904646),11/35,2.104407167725237e-12,1.5303444682504223e-10,0,0,31.31467013888889,841.9571389227813,GSK3B;GJA1;ABCC1;VCAM1;CACNA2D1;ADRB2;CD36;IGF1;AGER;TLR4;ICAM1
GO_Biological_Process_2021,regulation of inflammatory response to antigenic stimulus (GO:0002861),18/137,2.3663300531688337e-12,1.6817077446043051e-10,0,0,10.540865456502884,282.1756042769171,GLP1R;CALCA;RAMP2;PTH;LHB;ADRB1;GCG;ADRB2;CRHR2;ADCY5;POMC;MC2R;IL6;ADRB3;HRH2;MYH9;DRD1;AVP
GO_Biological_Process_2021,negative regulation of immune response (GO:0050777),20/178,2.726697155110238e-12,1.894751556451048e-10,0,0,8.86665759266821,236.1007383540488,GLP1R;CALCA;RAMP2;PTH;ALOX15;LHB;ADRB1;GCG;ADRB2;CRHR2;ADCY5;POMC;MC2R;IL6;COL3A1;ADRB3;HRH2;MYH9;DRD1;AVP
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),49/1079,2.976452033282144e-12,2.0233403278420138e-10,0,0,3.552928155339806,94.2957404567382,GSK3B;OGG1;BRCA1;AHR;NR3C1;TNF;CLU;SLC8A1;GJA1;KDR;CD36;GPX1;EDN3;ACE2;AR;IL1B;AVP;TP53;TLR4;LTF;CRP;RAMP2;PTH;GATA5;HIF1A;AIF1;RELA;INS;APOE;DRD1;VHL;XDH;FGF21;TGFB1;ANGPT1;NOS2;VDR;NOS3;EPHX2;FN1;IGF1;ESR2;MTOR;VEGFA;MOV10;IL6;GNB3;MYD88;NFE2L2
GO_Biological_Process_2021,positive regulation of monooxygenase activity (GO:0032770),10/28,4.964257311876564e-12,3.3028154498378755e-10,0,0,37.83737024221453,984.8597312310948,GCH1;VDR;IL1B;NPR3;HTR2B;APOE;AGTR2;HIF1A;TNF;INS
GO_Biological_Process_2021,platelet degranulation (GO:0002576),17/125,5.528345853078092e-12,3.527987241341876e-10,0,0,10.93646572104019,283.48557668189545,TGFB1;VWF;HGF;SERPINE1;FN1;APOA1;PLG;IGF1;PPBP;CLU;KNG1;SOD1;VEGFA;SELP;ALB;CD36;TIMP1
GO_Biological_Process_2021,regulation of protein secretion (GO:0050708),17/125,5.528345853078092e-12,3.527987241341876e-10,0,0,10.93646572104019,283.48557668189545,GLP1R;SLC12A2;CELA2A;TGFB1;NOS2;ABCC8;GCG;CACNA1C;IGF1;TNF;ADRA2A;GCK;INS;IL6;IL1B;APOE;DRD2
GO_Biological_Process_2021,positive regulation of cell population proliferation (GO:0008284),31/474,6.1087446483246026e-12,3.8204089030622065e-10,0,0,5.028452545399413,129.84118081743796,EPO;HTR2B;PTEN;REG3G;AIF1;TNF;RELA;AQP1;INS;GJA1;CXCR2;KDR;HMOX1;PTK2B;TIMP1;FGF21;EDN1;EDN2;TGFB1;EDN3;FN1;IGF1;AVPR1A;AGT;ADRA2A;VEGFA;AR;IL6;IL1B;BCL2;LTF
GO_Biological_Process_2021,vasodilation (GO:0042311),8/14,6.3127119926460126e-12,3.870558902157664e-10,0,0,90.2405498281787,2327.1644250977643,ADRB3;NOS3;ADRB1;ADRB2;AGTR2;SOD2;INS;SOD1
GO_Biological_Process_2021,cellular response to reactive oxygen species (GO:0034614),13/63,7.701569668759714e-12,4.6313092988868516e-10,0,0,17.864545454545453,457.1465179617802,JUN;ANXA1;NCF1;PRKCD;TPM1;UCP1;FOS;PKD2;MMP9;RELA;AQP1;IL6;NFE2L2
GO_Biological_Process_2021,negative regulation of multicellular organismal process (GO:0051241),21/214,1.0637701163779802e-11,6.276243686630082e-10,0,0,7.635367353785366,192.91990037878745,GSK3B;TGFB1;NOS3;ADIPOQ;NPR3;PON1;PTEN;APOA1;REG3G;ATP2B1;TNF;AGER;INS;GJA1;RGS2;STK11;PROC;IL1B;NPTN;TIMP1;TLR4
GO_Biological_Process_2021,regulation of vasoconstriction (GO:0019229),10/30,1.1069328398407744e-11,6.409961092929816e-10,0,0,34.050173010380625,858.97837000633,ACE2;ACE;CAV1;BDKRB2;AGTR1;ECE1;ATP2B1;AVPR1A;ADRA1A;AGT
GO_Biological_Process_2021,negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),14/80,1.2799612787916448e-11,7.277161670511767e-10,0,0,14.614035087719298,366.5434730106142,GSK3B;GPX1;NOS3;GSTP1;SERPINE1;BRCA1;IGF1;TNF;RELA;ICAM1;AR;IL1B;BCL2;HMOX1
GO_Biological_Process_2021,regulation of MAP kinase activity (GO:0043405),15/97,1.509641204752042e-11,8.376245483107497e-10,0,0,12.636765716248712,314.8647818873201,PTPN1;EDN1;TGFB1;EDN3;GSTP1;ADIPOQ;PRKCD;HTR2B;TNF;ADRA2A;AGT;VEGFA;RGS2;IL1B;APOE
GO_Biological_Process_2021,regulation of interleukin-8 production (GO:0032677),14/81,1.5268499921238482e-11,8.376245483107497e-10,0,0,14.395181984812778,358.51530726181164,CRP;ANXA1;NOS2;SERPINE1;ADIPOQ;HMGB1;TNF;RELA;IL6;IL1B;LEP;CD14;TLR4;MYD88
GO_Biological_Process_2021,adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),16/118,2.466867119570192e-11,1.3088794337752336e-09,0,0,10.863437954687177,265.34476308072993,GLP1R;CALCA;RAMP2;PTH;ADRB1;ADRB2;ADRA1A;ADRA2B;ADRA2A;ADCY5;MC2R;ADRB3;UCN2;GNAS;DRD1;DRD2
GO_Biological_Process_2021,negative regulation of programmed cell death (GO:0043069),27/381,2.4695838373117617e-11,1.3088794337752336e-09,0,0,5.4250685443669,132.50397022984168,GSK3B;GSTP1;HTR2B;RELA;AQP1;IKBKB;KDR;PTK2B;VHL;ANXA1;ANGPT1;HGF;GCG;IGF1;MMP9;VEGFA;GCLC;IL6;PROC;RPS6KB1;ALB;CAT;BCL2;AVP;TP53;MYD88;LTF
GO_Biological_Process_2021,cellular response to chemical stress (GO:0062197),15/101,2.7511061746656928e-11,1.4337848346966035e-09,0,0,12.046552571241405,292.9291878387169,GPX1;NCF1;GPX3;CAV1;GSTP1;CYBB;CYBA;PKD2;SOD2;AIF1;SOD3;SOD1;CAT;NOX4;NFE2L2
GO_Biological_Process_2021,cellular metal ion homeostasis (GO:0006875),15/104,4.2377078607186326e-11,2.172346308273305e-09,0,0,11.63870865643298,277.9837301417731,SLC12A2;EDN1;EDN2;EDN3;CAV1;HTR2B;NEDD4L;ATP2B3;ATP1A2;HTR2A;ATP1A1;ATP2B1;SLC8A1;STIM1;NPTN
GO_Biological_Process_2021,positive regulation of cellular metabolic process (GO:0031325),15/105,4.8781992770876255e-11,2.401382576905317e-09,0,0,11.508802816901408,273.2610996157032,TGFB1;ANGPT1;ADIPOQ;APOA1;ECE1;AGT;INS;VEGFA;ACE2;AGTR1;PPARG;APOE;PPARA;TP53;XDH
GO_Biological_Process_2021,vasoconstriction (GO:0042310),7/11,4.8784015596916106e-11,2.401382576905317e-09,0,0,118.04708904109587,2802.8650361272184,CRP;EDN1;EDNRA;EDN2;EDN3;HTR2B;SLC8A1
GO_Biological_Process_2021,adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880),8/17,4.9148859904681885e-11,2.401382576905317e-09,0,0,60.15120274914089,1427.7590217257182,ADRB3;ADRB1;ADRB2;DRD1;DRD2;ADRA1A;ADRA2B;ADRA2A
GO_Biological_Process_2021,positive regulation of cell differentiation (GO:0045597),22/258,5.4480194570750556e-11,2.620916437272877e-09,0,0,6.55066389279814,154.8130443321147,TGFB1;EDN3;HGF;GATA5;LPL;IGF1;ADRA2B;AGT;MTOR;INS;COL1A1;AR;GJA1;IL6;IL1B;KDR;AGTR1;PPARG;CCN2;CD36;VHL;LTF
GO_Biological_Process_2021,regulation of blood circulation (GO:1903522),10/35,6.33146951676536e-11,2.999773511958376e-09,0,0,27.233217993079585,639.5150345533527,CYP2J2;ACE2;ACE;TH;TPM1;BDKRB2;AGTR1;ECE1;AGER;AGT
GO_Biological_Process_2021,positive regulation of nitric-oxide synthase activity (GO:0051000),8/18,8.73256570485419e-11,4.075631784937172e-09,0,0,54.13333333333333,1253.8025308323072,GCH1;NPR3;HTR2B;AGTR2;APOE;HIF1A;TNF;INS
GO_Biological_Process_2021,positive regulation of interleukin-8 production (GO:0032757),12/61,9.062908733059095e-11,4.1676052365111455e-09,0,0,16.769110431629098,387.77303318200126,IL6;NOS2;IL1B;LEP;SERPINE1;ADIPOQ;HMGB1;CD14;TNF;TLR4;RELA;MYD88
GO_Biological_Process_2021,cellular response to organic cyclic compound (GO:0071407),17/150,1.0684195527950283e-10,4.84195353853631e-09,0,0,8.869407561456834,203.6386744924429,AOC1;TGFB1;ATP1A2;AHR;BRCA1;ATP1A1;NR3C1;PKD2;TNF;AQP1;ADCY5;AR;IL1B;CYP1A1;CCL2;DRD1;TGM2
GO_Biological_Process_2021,regulation of vascular associated smooth muscle cell proliferation (GO:1904705),10/37,1.170054392606271e-10,5.226800122399727e-09,0,0,25.213379469434837,576.5997498785496,GJA1;JUN;MMP2;ADIPOQ;TPM1;PTEN;PPARG;IGF1;SOD2;MMP9
GO_Biological_Process_2021,negative regulation of cell population proliferation (GO:0008285),26/379,1.1978104516553562e-10,5.275427158206055e-09,0,0,5.220018885741266,119.25318801453052,GSTP1;PTEN;UMOD;PLG;PKD2;AIF1;ADRA1A;STK11;HMOX1;PTK2B;VHL;DRD2;MEN1;TGFB1;VDR;NOS3;SOD2;AR;FABP3;IL6;DDAH1;IL1B;NOX4;GNRH1;PPARG;TP53
GO_Biological_Process_2021,response to hydrogen peroxide (GO:0042542),11/49,1.2204405389725871e-10,5.300441063010111e-09,0,0,19.763614766081872,451.13690036837113,IL6;ANXA1;GPX1;PRKCD;CAT;HP;HMOX1;RELA;AQP1;SOD1;NFE2L2
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),37/742,1.3961815984150535e-10,5.9806299427998265e-09,0,0,3.805164853012831,86.34721883901926,GSK3B;GSTP1;HTR2B;HMGB1;TNF;CLU;RELA;KNG1;AQP1;IKBKB;KDR;PTK2B;VHL;TGM2;VAV3;JUN;ANXA1;ANGPT1;HGF;GCG;IGF1;MMP9;AGT;VEGFA;SOD1;GCLC;IL6;PROC;RPS6KB1;ALB;CAT;BCL2;AVP;SGK1;TP53;MYD88;LTF
